star_id,spectral_type,stellar_radius_sr,stellar_mass_sm,stellar_teff_k,stellar_log_g,stellar_luminosity,stellar_metallicity,stellar_rot_period_d,stellar_noise_ppm,label,planet_radius_re,rp_rs_ratio,orbital_period_d,semi_major_au,eccentricity,inclination_deg,impact_parameter,transit_depth_ppm,transit_duration_hr,n_transits_observed,orbital_velocity_kms,transit_snr,planet_eq_temp_k,flux_variability_index,log_period,log_snr
STR-004879,K,0.7852873509879343,0.6791795402947962,4247.501278593528,4.567257293347945,0.2010322363315198,0.229,30.21,199.31,1,4.877,0.05746,55.639,0.232772074335778,0.1713,86.82,3.8334,3239.219815226122,0.0,18.0,48.867,59.45832578585527,355.0,16.2522,4.0367,4.102
STR-006856,K,1.0460328252409183,0.829304822786251,4146.875963860567,4.355904999914401,0.3077903363969324,0.448,32.37,221.25,0,,,,,,,2.3315842589684794,24.411171161777048,0.27417179496121685,0.0,,0.7696749388885537,,0.1103,0.0,0.5708
STR-004905,F,1.3452815633985125,1.81604296037792,6830.422751442186,4.369630058744343,3.726308754416605,-0.27,23.4,309.04,0,,,,,,,1.7025396917676652,19.48697216985648,0.13220789791499768,0.0,,0.6615458371767842,,0.0631,0.0,0.5077
STR-002810,G,1.1182154142970608,1.150197059367786,5777.545490456526,4.477303016942009,1.3428039190610137,0.185,8.5,284.03,1,4.877,0.0402,2.1802,0.036722136745959456,0.0097,88.322,0.1938,1447.742403352303,2.7538540133638545,500.0,170.674,108.93367682412953,1422.6,5.0971,1.1569,4.6999
STR-003750,M,0.33001067772444326,0.31640971473735013,3210.0619155074755,4.772634434789548,0.010589834982533436,,42.6,211.17,0,,,,,,,1.2037324849707631,46.058951953819324,0.37766386956604203,0.0,,0.14965641818549463,,0.2181,0.0,0.1395
STR-004031,G,1.0223705669713472,1.064980041743626,5583.027539820418,4.212158608109049,1.0537934573481555,0.385,34.9,229.35,0,,,,,,,2.0261514154721207,45.42267506628041,0.0597007637232458,0.0,,1.2968573154378045,,0.198,0.0,0.8315
STR-006001,F,1.3662613449102525,1.2584256090566117,7630.646987726634,4.2181007127803944,6.0903301038130015,0.547,36.99,243.24,0,,,,,,,2.6175291435975074,4.232286970819132,0.20350835141338014,0.0,,0.08039300742334854,,0.0174,0.0,0.0773
STR-000107,K,0.7671453722019791,0.7396309738165896,4469.065611496846,4.548436424055571,0.21200123084334527,-0.112,42.27,185.67,1,2.644,0.0316,5.4217,0.049857974865664026,0.0025,87.872,0.5656,841.319787643149,2.5216082349585838,79.0,108.963,43.086917685018555,779.9,4.5313,1.8597,3.7862
STR-001802,G,0.9647191641988015,0.9732496289028642,5801.743483041417,4.49549321710813,0.8716973849279055,0.083,35.63,271.38,0,,,,,,,2.0710679583830554,44.801543374853495,0.1674414138504607,0.0,,0.33365312761035515,,0.1651,0.0,0.2879
STR-006205,M,0.33534901545824614,0.42176461828376494,2929.2738886528427,4.870974010180041,0.00821411320759517,0.046,29.61,143.0,0,,,,,,,2.7536944539686177,14.554972892074947,0.017674640044471224,0.0,,0.2370549455003648,,0.1018,0.0,0.2127
STR-010801,K,0.8338658125971711,0.7622078216129143,4543.768141945926,4.441601255043324,0.2674919923735092,-0.258,11.37,234.2,0,,,,,,,1.9501689791941548,10.276197535996875,0.6890905329606465,0.0,,0.3726065168504594,,0.0439,0.0,0.3167
STR-000806,M,0.3616585343760019,0.35905980391231845,2879.224596403896,4.756555414632866,0.00807373532240919,0.042,24.27,170.91,0,,,,,,,2.42206736265659,11.004902813478186,0.5452569063283803,0.0,,0.6139563989539483,,0.0644,0.0,0.4787
STR-006886,G,1.008502908642347,0.9858104932462833,5680.303307583326,4.371411387031941,0.9462599693699297,0.089,43.13,185.08,1,8.03,0.07522,22.7938,0.15557775395314266,0.0196,87.426,1.5539,5075.970769605906,0.0,31.0,75.145,177.28896086149328,621.3,27.4258,3.1694,5.1834
STR-001337,K,0.760688534868595,0.7978107451968716,4582.269905102553,4.344243856798802,0.20617727607396985,-0.094,33.87,228.62,0,,,,,,,2.171970055654712,48.33180470618116,0.9951486822024658,0.0,,0.26819793903925515,,0.2114,0.0,0.2376
STR-011510,A,1.8648310894984903,2.869115588465334,8159.288053714102,4.310360626839219,13.982503445478569,-0.262,30.36,290.96,0,,,,,,,2.598659239218437,22.62716001269321,0.5087034941304373,0.0,,0.533748701356993,,0.0778,0.0,0.4277
STR-001014,K,0.7639565269463386,0.8663737204526117,4357.551887182488,4.483416403014646,0.1749591363654388,-0.138,29.76,215.26,0,,,,,,,2.1069655169350927,62.45797543507433,0.47288864161534266,0.0,,1.1385726381433254,,0.2902,0.0,0.7601
STR-008034,K,0.7748493515157637,0.7921723375009937,4588.097420182176,4.455455898227634,0.23845542417490578,-0.339,32.78,231.37,0,,,,,,,2.5718650031449695,22.05057891933686,0.2464123337112032,0.0,,0.3027082327283699,,0.0953,0.0,0.2644
STR-008529,K,0.9451383099574047,0.5257514760985263,4529.52624523618,4.316218681205305,0.29577146683047456,,13.25,210.02,0,,,,,,,1.415843629077876,44.00533010228191,0.9280115544607219,0.0,,1.3068749204781531,,0.2095,0.0,0.8359
STR-003045,K,0.8611905599127431,0.8709532298887734,4693.666062038447,4.495828235153893,0.3314403676953113,0.061,7.66,301.76,0,,,,,,,2.3434124375507706,55.990448802044966,0.5665683222590743,0.0,,1.2816094249819305,,0.1855,0.0,0.8249
STR-008519,K,0.7102060984353924,0.6962633455789209,4655.102601257889,4.68351965273038,0.19132053114967407,-0.149,27.67,223.47,0,,,,,,,2.841799639454168,31.449879554742587,0.9735845382898437,0.0,,0.7689903741615958,,0.1407,0.0,0.5704
STR-009232,M,0.4059812088861321,0.3485316890008822,3205.8769604128624,4.837971555222921,0.01671962412529765,0.068,22.09,197.77,0,,,4.213608324675285,,,,1.0875164960850263,4645.199659827153,10.055962412928318,0.0,,2.6503099333689835,,23.4879,1.6513,1.2948
STR-001445,F,1.2072089159763706,1.0801217251297512,6490.63642636618,4.395645451563178,2.270579760839925,0.117,38.23,218.3,0,,,,,,,2.090632572064463,33.3678545849275,0.009914539547829377,0.0,,0.929662484603345,,0.1529,0.0,0.6573
STR-004984,G,1.05913747913253,0.822369286297703,5809.218737116446,4.366871840733012,1.060711119023421,-0.115,42.95,207.21,0,,,,,,,2.3505664669124515,14.319799662562673,0.4124117132838321,0.0,,0.4414764287534128,,0.0691,0.0,0.3657
STR-010740,F,1.2553583392050398,1.3169195009077976,6562.904954028225,4.19390819774064,2.6047556763964472,0.041,10.85,264.82,0,,,,,,,1.1453513839377343,26.370666691997034,0.1247676008077561,0.0,,0.022695539453062855,,0.0996,0.0,0.0224
STR-003197,K,0.9519542297063797,0.876792910169068,4306.76901109469,4.364091644317653,0.2521574663204588,-0.195,28.85,185.89,0,,,,,,,2.3578031813325304,27.69609026918516,0.05661568190572564,0.0,,0.5769470356896276,,0.149,0.0,0.4555
STR-000800,K,0.8907110651963241,0.6175430847283918,4130.5420979456,4.495771386641117,0.1670733972866654,0.159,44.39,155.84,0,,,,,,,2.1098310428069533,0.7554355107546759,0.6163197895284529,0.0,,0.8284295621349931,,0.0048,0.0,0.6035
STR-008187,M,0.2766820904574138,0.38001114620162757,3379.704644350781,5.146618209136722,0.008902453467360292,-0.199,29.61,168.76,0,,,,,,,1.2679868397546956,0.6060245790930895,0.165202128811337,0.0,,1.0011508650189593,,0.0036,0.0,0.6937
STR-006800,F,1.313741223212758,1.191486092945903,7045.678236467058,4.373881344921969,4.4022481938031,-0.134,16.12,272.74,0,,,,,,,1.833928162879705,48.110970362503934,0.2253957517488531,0.0,,0.8560386498363133,,0.1764,0.0,0.6184
STR-008540,G,0.9623070147522713,1.144844752035953,5827.734384961943,4.539450634853815,1.0043312447711583,0.307,5.07,358.21,0,,,,,,,1.4160173516631123,20.72232094372513,0.7318726293801153,0.0,,0.9454115995742454,,0.0578,0.0,0.6655
STR-008179,F,1.623170261721587,1.5218065514684287,7155.920837568993,4.184060445204817,6.070241373623457,0.247,17.59,254.02,1,1.568,0.0088,39.8536,0.25324933797988497,0.2636,86.103,2.3246,76.35031937285919,0.0,16.0,70.927,1.008717185457443,807.0,0.3006,3.71,0.6975
STR-008853,K,0.786290968449403,0.683283325210816,4601.438131768268,4.461371592082616,0.277839411897174,-0.26,26.48,231.93,0,,,,,,,1.774751772066805,2.348784658479888,0.5948085813394813,0.0,,1.1128836350495972,,0.0101,0.0,0.7481
STR-010791,G,0.9039456941984101,1.009625328422241,5632.9021423972745,4.548089003999193,0.7087155636626807,,7.04,323.19,0,,,,,,,2.1913623702184535,29.22201633309209,0.3040554431152568,0.0,,0.28664110867559195,,0.0904,0.0,0.252
STR-000865,G,0.8262916880008156,0.9459323521262865,5911.391621830299,4.538188441094566,0.6745126287043369,0.069,39.09,193.76,1,5.381,0.05917,11.9985,0.10295691761157236,0.0761,89.211,0.3548,3106.7858144919032,3.4744509068163976,64.0,90.519,125.9071324018775,745.8,16.0342,2.5648,4.8435
STR-011995,B,4.597320549032348,8.170813999549384,19783.600026039225,3.9512424802110955,3316.622675052107,0.049,30.68,492.29,0,,,,,,,2.310557092306545,0.6345158939841501,0.7076138173762733,0.0,,0.21064766618754382,,0.0013,0.0,0.1912
STR-009152,F,1.0205780978455972,1.4401883559533464,6774.6165965359805,4.665521450811281,1.904348187656981,,33.1,242.41,0,,,,,,,1.5143296963168993,18.727302933890954,0.38286822252760055,0.0,,0.9074155851909085,,0.0773,0.0,0.6457
STR-009362,G,1.1946296452053704,1.0771218181039777,5649.119163704557,4.217769934757446,1.3515624347353472,-0.215,21.43,217.88,1,6.665,0.05104,45.22,0.25255631112627314,0.3749,86.576,2.7003,2395.6941424472097,0.0,7.0,60.525,32.89297335045791,538.9,10.9955,3.8334,3.5232
STR-002540,K,0.8117765257693271,0.6745453331186974,4692.569868541728,4.3964397527200045,0.24475175654536432,-0.241,17.84,219.12,0,,,,,,,2.6992653395449144,40.9613764181374,0.3604284236985955,0.0,,0.3526596458030287,,0.1869,0.0,0.3021
STR-011937,G,1.054276433405501,0.9390302951115167,5646.626872790315,4.273775273276067,1.0673937043249269,-0.215,40.09,193.41,0,,,,,,,1.6584301713042122,10.691769356485754,0.2222922843991814,0.0,,1.4665219729953922,,0.0553,0.0,0.9028
STR-006403,K,0.8729298069352395,0.7191649137485291,4662.417472114913,4.360560944496288,0.2729734113041819,-0.055,27.75,193.27,1,1.668,0.01836,18.4738,0.11843450038432873,0.0618,88.528,0.8027,346.6667068062364,2.8881003457777177,42.0,71.274,11.278214303618748,504.1,1.7937,2.9691,2.5078
STR-001722,G,1.035524365818334,0.921783811034625,5711.278876497115,4.349503964031657,1.0566672655939178,-0.12,40.64,234.61,1,2.26,0.01942,3.9306,0.0467559170576078,0.0199,86.003,0.6727,345.6376444297334,2.316859941339478,294.0,132.491,30.314528988748474,1223.8,1.4732,1.5955,3.4441
STR-003798,F,1.2426265312904041,1.4456666396969526,7018.321455158322,4.239429645582614,3.2320023711359367,-0.418,7.96,363.61,0,,,,,,,2.288428459316208,45.46348895782941,0.4216508800007984,0.0,,0.555194339035757,,0.125,0.0,0.4416
STR-004610,G,0.94349138303493,0.9725594504023197,5449.392159192173,4.49911609446731,0.6538055187952891,-0.38,29.23,232.28,1,2.128,0.02135,4.9015,0.05468230665527158,0.1072,88.725,0.2927,376.24422022125356,2.6886615823002367,152.0,124.024,21.278108460289722,920.5,1.6198,1.7752,3.1036
STR-011914,M,0.41669817843428825,0.39708101732109363,3424.401583009169,4.939424334055213,0.023905495518941004,-0.05,39.87,177.54,1,9.681,0.20584,109.8414,0.3160478290614017,0.4958,85.967,11.6094,39336.09613350879,0.0,7.0,32.77,506.68666377209195,170.8,221.5619,4.7081,6.2299
STR-009460,K,0.8212852485492426,0.8262866152936178,4497.387480362792,4.604553311832581,0.21820679771198023,0.035,23.06,224.71,0,,,,,,,2.3595746439432186,35.849326450403275,0.460888992636551,0.0,,0.3967668514165934,,0.1595,0.0,0.3342
STR-005252,K,0.6306887279642317,0.737084833909649,4536.871499502841,4.8315186024694485,0.15813800019393956,0.034,26.67,180.08,0,,,,,,,1.9622968248654118,7.060689657048899,0.08661108933881952,0.0,,0.17710077422649556,,0.0392,0.0,0.1631
STR-004369,F,1.6181290690072037,1.3334770756548833,7326.339642248176,4.130998393305834,6.5650301606777175,,28.92,260.49,1,1.413,0.00834,5.4527,0.07160222352360925,0.0263,86.158,0.6357,68.86337987798493,3.088861952695212,192.0,136.611,3.5113469459689695,1484.1,0.2644,1.8645,1.5066
STR-007803,G,1.0209408243021099,1.2336515711960823,5854.054505918399,4.525813064752833,1.2762700931961737,-0.127,36.99,203.8,1,3.702,0.03181,42.1197,0.2597061307364091,0.1097,85.006,4.3757,939.7693208091384,0.0,23.0,64.395,25.41481108084906,551.5,4.6112,3.764,3.2739
STR-008543,K,0.9296157796815762,0.7064516071628906,4448.676485887928,4.507069902073005,0.2654140401623183,-0.325,26.44,197.08,0,,,,,,,1.299781364013945,20.31282758887897,0.05843699927902623,0.0,,0.23868180425956015,,0.1031,0.0,0.214
STR-000966,K,0.932814685354958,0.6928917733156892,4727.045059221017,4.389667708004762,0.3774832926673399,-0.09,27.47,187.33,0,,,,,,,2.4338594765567576,34.86653530504288,0.3344101633589851,0.0,,0.7605531153791442,,0.1861,0.0,0.5656
STR-000492,G,1.0026867042611898,1.0337628866673436,5558.041983575405,4.589038674341421,0.8166576177136634,0.151,45.63,209.29,0,,,,,,,1.1106043848990086,19.024104373151168,0.44673612177571304,0.0,,1.6153703400468948,,0.0909,0.0,0.9614
STR-000820,K,1.0129596079701886,0.6933967290816598,4355.737381360924,4.2171600428376,0.3227970494257544,-0.055,34.83,193.01,1,15.445,0.14192,38.3307,0.19896313196037155,0.0173,89.512,0.3637,20757.547997653404,7.017036332087571,23.0,56.252,457.0541545066793,452.9,107.5465,3.672,6.127
STR-011165,G,1.0153239428534162,1.0271085506280504,5423.75035488644,4.526811486927774,0.7753041996470057,-0.56,26.71,222.91,0,,,,,,,2.2817254718250157,37.16165661088839,0.7553109403140863,0.0,,1.5753428006426657,,0.1667,0.0,0.946
STR-008875,F,1.4258442444225974,1.066588826745125,6704.888295790779,4.238316549977455,3.827329734720003,0.171,14.52,250.89,0,,,,,,,2.9095280016858482,10.157218044256284,0.22298370051061056,0.0,,1.6558845436108989,,0.0405,0.0,0.9768
STR-001183,M,0.29665415853227184,0.3407547818619656,3405.5501279957334,4.873296871229982,0.011162859670456582,-0.022,27.62,178.65,0,,,,,,,1.2060346743923935,17.21854969284781,0.3388685127629128,0.0,,1.0057404573679116,,0.0964,0.0,0.696
STR-003810,K,0.7549878410001174,0.6482606151643459,4814.241266414097,4.622231475595927,0.29690598272963176,-0.265,34.11,213.83,0,,,29.32504106221461,,,,1.2353755559548425,14108.488810941255,11.734867429616372,0.0,,6.257748315422123,,65.9799,3.412,1.9821
STR-004184,F,1.2624349305701352,1.4022064145174005,6659.995254475773,4.423928885934622,2.4463778126344042,-0.005,26.93,235.96,0,,,,,,,1.6015481752155982,70.74992169830728,0.10682637222013149,0.0,,2.507353589005659,,0.2998,0.0,1.2549
STR-007237,K,0.8291168898099959,0.7021088404214699,4400.300540017783,4.540836176692248,0.24750315635896145,-0.064,28.62,196.49,0,,,,,,,1.481644373251119,6.725456082926038,0.3294660510568018,0.0,,0.009335900523795976,,0.0342,0.0,0.0093
STR-002779,G,1.0010096204119998,0.9137724315656207,5789.229834769586,4.440351114872792,1.155630942384785,0.332,18.19,250.6,1,2.146,0.01864,22.3036,0.1506873086515511,0.0495,87.398,1.4079,315.2780175077634,0.0,62.0,74.213,11.687171236570515,667.6,1.2581,3.1486,2.5406
STR-005317,M,0.3398427720071972,0.316435050788946,3411.758335974004,4.852761853127305,0.012796964835065181,-0.295,30.3,161.7,0,,,,,,,1.668698120218478,54.4745264673809,0.5428780811573819,0.0,,1.414965289808973,,0.3369,0.0,0.8817
STR-005809,G,1.1378188162593668,1.1379117690195322,5703.969593002663,4.2281430126598405,1.3150271247846312,0.015,32.73,210.18,0,,,,,,,2.4940750503878792,21.43908085023374,0.7274629374563428,0.0,,0.41776947784527263,,0.102,0.0,0.3491
STR-004951,F,1.3669485696473376,1.5435543164607777,7006.168216272812,4.385115157765727,4.129066045883299,-0.088,,245.3,1,2.876,0.01866,17.2357,0.1524318813578594,0.0072,87.717,0.9139,342.02846707200484,2.513612595070117,63.0,95.086,10.76648168762023,899.7,1.3943,2.9034,2.4653
STR-010681,M,0.36668119087584444,0.3527221060965625,3264.7103313380303,5.048069039707414,0.012439046655644508,0.037,22.66,216.44,0,,,,,,,2.6945650281526996,16.295058223293733,1.2084165667227893,0.0,,0.792772887302792,,0.0753,0.0,0.5838
STR-004229,F,1.3475293928908116,0.9737346154660357,6709.334854748733,4.2595800816669875,3.2055577935775106,0.118,29.4,243.76,0,,,,,,,1.9499316864456335,0.9784133338259932,0.14083562427744342,0.0,,0.5900623827100914,,0.004,0.0,0.4638
STR-007191,G,0.9291105389292226,0.8164595216397289,6100.281858827347,4.346298004911313,0.9749009860514583,0.292,23.62,221.7,1,2.937,0.0302,9.4189,0.08493079985597907,0.0297,87.084,1.0149,866.0093579643011,0.6769366684131454,39.0,95.539,24.51118319684524,838.4,3.9062,2.3436,3.2391
STR-000100,A,2.0983902054929313,2.508199979846065,8606.473138598092,4.0983530580031,19.84909918995642,0.049,22.51,276.82,0,,,,,,,2.7727160699627955,3.049752706570663,0.43846436080829926,0.0,,1.1749786640692044,,0.011,0.0,0.777
STR-008106,F,1.3589874427775843,1.208033602685412,6340.734526267728,4.2605412503879565,2.7641185003321724,0.377,21.56,276.69,1,7.05,0.04687,12.5934,0.11692887373218287,0.0045,86.93,0.9402,1961.6192603549396,2.378159987322835,81.0,97.227,69.02665765717086,1049.3,7.0896,2.6096,4.2489
STR-003818,K,0.7035137639606379,0.818640115027898,4416.269404754759,4.635707969645273,0.20052115656208783,0.164,22.42,188.59,0,,,,,,,2.319248808815434,13.048801579616205,0.06370171642705073,0.0,,0.5051586695814467,,0.0692,0.0,0.4089
STR-011923,M,0.4559764129323059,0.42343466892869547,2914.3741494676383,4.898832133852236,0.012659480719868079,-0.319,18.7,161.96,0,,,,,,,1.1835829991717588,21.732045158496774,0.5739407990064598,0.0,,0.23387005403943453,,0.1342,0.0,0.2102
STR-006320,K,0.7455773309286894,0.7396438976182228,4605.000254143125,4.531837686558746,0.19399195699668786,-0.401,23.34,210.3,0,,,,,,,1.9130672767357373,24.160747812736563,0.1962073834115773,0.0,,0.5728809388363767,,0.1149,0.0,0.4529
STR-004640,M,0.2870997440266425,0.3846098310360662,3318.170507827852,5.139350377279169,0.00864302906108466,-0.102,6.08,328.84,0,,,,,,,2.220322100070794,39.190894230784956,0.11756845978349909,0.0,,0.24212408601127505,,0.1192,0.0,0.2168
STR-000776,G,0.9698657306394255,0.961300731740086,5883.071005654107,4.411158511077368,0.8519345399679981,0.108,25.42,214.7,0,,,,,,,2.3094325219397556,26.46917440869958,0.506774138199803,0.0,,1.0846179106815579,,0.1233,0.0,0.7346
STR-002828,G,1.1759885634038607,0.9203703799345703,5666.2509597326,4.2569515966666245,1.3479447404855225,-0.243,15.15,229.37,0,,,,,,,2.040444539678175,25.441698858305386,1.0691789686587065,0.0,,1.2772558015238096,,0.1109,0.0,0.823
STR-001333,M,0.47778446026159216,0.4295228859740835,3096.3105858226154,4.7921371084064095,0.01844655794872232,-0.211,27.44,181.26,0,,,,,,,1.4431330969076273,48.89767795231629,0.03666035523752864,0.0,,0.07379818207250419,,0.2698,0.0,0.0712
STR-010447,K,0.8948811287577699,0.7109569622192551,4859.211010658032,4.553236897645931,0.33835660185837685,-0.328,32.55,184.66,0,,,,,,,1.8414505283704876,56.92860505758656,0.32415160503761825,0.0,,0.5231402284721862,,0.3083,0.0,0.4208
STR-006646,M,0.2948544175329413,0.2949164923554971,3147.070555112733,4.812418858141178,0.008829218984183426,0.031,10.89,198.86,0,,,,,,,1.9880222571104431,71.07244670701043,0.2711753354737696,0.0,,1.8570711542539584,,0.3574,0.0,1.0498
STR-009738,G,1.0516660865602694,0.9946013795501658,5344.0844560978485,4.232465936285004,0.907709391532584,0.327,,194.45,0,,,,,,,1.5160036433838557,6.9313785390165314,0.2386423527428531,0.0,,0.8401912016871024,,0.0356,0.0,0.6099
STR-002412,G,0.9495660092926741,1.0533137040403906,5606.682446104227,4.434444176480956,0.887341528306921,-0.029,36.43,192.68,0,,,,,,,2.4792625011222507,21.248450194427736,0.8486240756898286,0.0,,0.37996619818677985,,0.1103,0.0,0.3221
STR-007552,K,0.6889355811252965,0.8292850080304559,4351.981249471871,4.718772226991611,0.1718600818728612,-0.154,20.89,211.79,0,,,,,,,2.1246419000344923,10.566776240961492,0.5272036497378851,0.0,,0.37373952271465727,,0.0499,0.0,0.3175
STR-004108,M,0.41279109517364565,0.4888991263493352,3057.9799656824275,4.876249098077608,0.012153491030582197,0.402,40.14,172.68,0,,,,,,,2.6175340134924348,32.75558622334155,0.24687696481127308,0.0,,1.6898613694813756,,0.1897,0.0,0.9895
STR-008761,K,0.8434552355327453,0.8031958394241707,4366.076984430203,4.517329059094222,0.23961065102742285,0.78,38.28,167.13,1,1.388,0.01504,7.1109,0.07041115940281267,0.0344,87.248,0.8214,219.45047397944668,2.164628576446205,181.0,102.989,17.106178681792162,731.8,1.3131,2.0932,2.8963
STR-010818,G,1.0100384146392987,0.9065520089042423,5883.7966461174765,4.417276707790049,1.0291409307949355,0.24,26.82,209.48,1,2.447,0.02307,7.114,0.0737735106949731,0.0216,89.613,0.106,499.6784980616156,3.6822779369547014,81.0,108.575,20.7244311831134,997.7,2.3853,2.0936,3.0784
STR-007957,K,0.8194681203986408,0.565619539524011,4204.995340763394,4.462588349132415,0.1888241315542648,-0.023,37.13,188.48,1,10.601,0.12112,20.3866,0.12151868688214976,0.2514,88.702,0.7439,13265.90431914808,3.9402578930129617,70.0,65.384,579.717638974851,487.0,70.3836,3.0628,6.3643
STR-002082,G,1.0864844298822933,1.1047332254931432,5466.6485838850385,4.38027755441545,0.9337709745200313,0.426,39.59,188.89,1,8.024,0.06699,4.099,0.050431387702161344,0.0169,88.626,0.239,4036.507028147662,3.2711512415637496,105.0,134.957,211.6326646057408,1058.7,21.3696,1.629,5.3596
STR-007687,G,1.1490639801121247,1.0936138973615412,5439.388165200361,4.227428523896386,1.107038322250607,0.391,24.88,206.29,0,,,,,,,2.0674438948269147,0.9424308163607606,0.2753403603485586,0.0,,0.9411556360763048,,0.0046,0.0,0.6633
STR-000088,M,0.40607907170444807,0.2957066238730278,3224.0044844085787,4.490102288881409,0.01681058920001719,0.13,25.88,168.32,0,,,,,,,2.1463836807991763,4.545135613106855,0.549449220610138,0.0,,0.908929756467928,,0.027,0.0,0.6465
STR-003456,G,1.1025677817929942,0.8607490008132114,5863.148630897196,4.230299681347761,1.1263598321114452,-0.03,21.88,248.53,0,,,,,,,2.6027955579160498,104.52408990918691,0.28508883127259005,0.0,,0.9345445783366724,,0.4206,0.0,0.6599
STR-006269,K,0.8633221515731804,0.6805972111836044,4541.605252783433,4.601451501012216,0.2927295852693958,0.066,33.26,177.15,0,,,,,,,2.8742260924183194,121.15365557241294,0.37158860972470015,0.0,,1.3217326633859545,,0.6839,0.0,0.8423
STR-008990,G,0.9516357402174278,1.0269348756522692,5492.054429087997,4.584554401439028,0.8322655651096522,-0.005,24.12,248.62,0,,,,,,,2.096692946388443,41.19186835342535,0.6476532102258356,0.0,,0.012539159650077701,,0.1657,0.0,0.0125
STR-004106,M,0.4324444586249233,0.3227564048424863,3213.6198942057617,4.647817042444813,0.018793157818028417,-0.097,10.31,200.79,1,3.12,0.06332,7.4917,0.04913049033624104,0.0493,86.292,1.5793,4293.932427325539,0.0,138.0,74.473,231.5065042651741,399.4,21.3852,2.1391,5.4489
STR-000675,M,0.17746381291072183,0.3721907961471123,3539.499359374477,5.472741102420939,0.004465652921627844,-0.013,14.3,216.74,1,4.649,0.23372,6.0814,0.045447051607928314,0.0031,88.468,1.446,49281.97505688423,0.0,140.0,82.0,2647.840060927102,325.2,227.3783,1.9575,7.8819
STR-008310,G,1.0930564426364522,1.0379049391228365,5845.694518098836,4.41434454691704,1.3159021019240216,-0.159,5.95,340.48,0,,,,,,,1.402475833578552,52.20292942989216,0.4419346263526495,0.0,,0.6115653728953232,,0.1533,0.0,0.4772
STR-011299,G,0.8016220383007286,0.9700054243108271,5641.547224318836,4.7598093892131255,0.6705754139080551,0.013,25.66,233.68,1,4.567,0.05009,6.9585,0.07479845008695112,0.04,87.282,0.8684,2322.990563765203,1.660979879086753,173.0,111.255,139.9204001134456,832.2,9.9409,2.0742,4.9482
STR-000746,G,1.1556207539050165,0.8870329621295171,5575.432830738178,4.27863935646343,1.0346987629565936,,22.56,204.07,0,,,,,,,1.7584802304567888,52.761560388742495,0.13655338576574938,0.0,,0.3544897792649248,,0.2585,0.0,0.3034
STR-001513,A,1.951794231832019,2.172337724917988,8752.704756851397,4.18173272550732,21.129653089049825,-0.337,21.1,273.55,0,,,,,,,2.1331231471290453,14.45208573740571,0.5098943422648969,0.0,,0.9544584430080424,,0.0528,0.0,0.6701
STR-005321,G,0.9040218785056364,1.0049656464263659,5776.062683495458,4.452750084869597,0.8789780633437689,-0.372,21.05,226.26,0,,,,,,,1.3447211419771687,18.06081059557115,0.7366357815228374,0.0,,0.37242585777331416,,0.0798,0.0,0.3166
STR-011507,F,1.4345758872969423,1.3658528929741485,7225.869627637652,4.134697760273835,4.610643987743005,-0.056,7.27,350.8,0,,,,,,,1.3198737384465673,21.368905208741708,1.3028339700193623,0.0,,2.1876478153142287,,0.0609,0.0,1.1593
STR-003111,G,0.9993191466416433,1.0363742345827396,5778.684084915956,4.344096231559399,0.9557646692672901,0.106,42.91,210.9,1,12.011,0.11094,7.6571,0.07837604913058845,0.0125,88.171,0.5249,12248.0430761935,3.429432039667291,58.0,107.814,438.2783970376082,931.4,58.0751,2.1584,6.0851
STR-000892,K,0.8461233754363984,0.7527562746977134,4253.041193073446,4.33562503991608,0.22843228625913803,-0.668,34.86,184.41,0,,,,,,,1.9665298259647186,2.7598715953287,0.7647823443644609,0.0,,2.331524760833004,,0.015,0.0,1.2034
STR-006733,G,0.9496913483551058,0.9431365878873549,5350.361295907201,4.392171410153531,0.6835998696986381,0.462,28.31,236.44,0,,,,,,,1.549207326641671,11.299380794409641,0.6210327589463457,0.0,,1.262528075387578,,0.0478,0.0,0.8165
STR-002499,G,0.7592196893494546,1.027135998164587,5634.169933989892,4.59597072656443,0.5576899855642337,-0.088,35.67,206.73,0,,,,,,,2.8478768107491477,20.398270722694953,0.8132497790649964,0.0,,1.0055537223169566,,0.0987,0.0,0.6959
STR-007577,K,0.7949690664197574,0.6704134956933765,4316.787226385597,4.372781416002779,0.24385389278359162,0.334,13.56,230.03,0,,,,,,,2.8817721245780197,10.725526589844918,0.5152267200194074,0.0,,1.668263300957521,,0.0466,0.0,0.9814
STR-009693,K,0.9075409336257766,0.8170602551086029,4589.626913129303,4.514791955104295,0.32182276125748277,-0.036,21.98,225.52,1,1.653,0.01763,30.4746,0.17744193273592648,0.056,89.422,0.4478,309.80836210632424,4.906360475998128,38.0,63.299,9.770602005886438,434.6,1.3738,3.4492,2.3768
STR-004383,G,1.1419438059445555,1.0732550512870986,5595.386268316016,4.382151597514317,1.225786282422204,-0.412,22.9,212.96,1,5.344,0.04207,1.3165,0.023095371235672988,0.0068,89.943,0.0043,1700.3700474172306,2.2031941424263017,500.0,195.079,188.92010820041537,,7.9845,0.8401,5.2466
